,title,description,title_label,description_label
215,뉴욕유가   트럼프  관세  증산에 사흘째 하락세,도널드  트럼프  미국 대통령이 본격적으로 관세 정책을 시행하면서 경기 둔화 우려가 겹친 데다 주요   트럼프 가 강경 관세 정책을 본격적으로 밀어붙이면서 경기둔화 우려가 빠르게 확산되고 있다  미국 소비자들의  ,0,0
216,  상무장관  이르면  일 캐나다 멕시코 관세 완화 방안 나올 듯 ,권지언 특파원   도널드  트럼프  미국 행정부가 이르면  일 현지시간  멕시코 및 캐나다산 제품에 대한 관세  노력했다 면서  트럼프  대통령은 그들의 의견을 듣고 있다 고 말했다  그는  트럼프  대통령이 이들과  ,0,1
217,뉴욕연은 총재  트럼프  관세 효과  올해 후반부터 물가 상승 ,미국 뉴욕 연방준비은행 연은  존 윌리엄스 총재는 도널드  트럼프  행정부의 관세 정책이 연내 물가 상승에  윌리엄스 총재는  통화 정책을 설정할 때  트럼프  대통령의 관세뿐만 아니라 더 광범위한 정책들도 주의깊게  ,0,0
218, 미국도 고통 느껴봐라   바보같은 짓 화난 캐나다 사람들,미국 도널드  트럼프  행정부의 관세 정책에 맞서 캐나다에서도 보복 관세 조치에 나섰다  미국 뉴욕 등에  트뤼도 총리는 미국인들도 이번 관세 전쟁으로 고통받게 될 거라며 미국 경제지 월스트리트 저널이  트럼프 의 관세  ,1,1
219, 뉴욕증시  관세 전쟁 격화에 하락 마감 다우   ,로이터통신 등 외신에 따르면   트럼프 가 멕시코와 캐나다산 수입품에 대한   관세가  일부터 발효됐으며 중국산 제품에 대한 관세도  로 두 배 인상했다  이에 캐나다와 멕시코  중국이 보복 대응 발표와  ,0,1
220,원 달러 환율  무역분쟁 우려 일부 완화 약달러에  원 예상 ,그는  뉴욕장 마감 후 루트닉 미국 상무부 장관이 도널드  트럼프  대통령이 당장 내일 캐나다와 멕시코 관세를 일부 감면하는 정책을 발표할 수 있다고 발언하면서 투자 심리 진화에 나섰다 며  중국 주미대사가  트럼프  ,0,1
221,레딧 공동창업자  틱톡 미국 사업권 인수전 참여,틱톡은 이른바  틱톡금지법  시행을 목전에 둔  월  일 미국에서 서비스를 중단했다가 도널드  트럼프  대통령이 금지 조치 시행을  일 연기하면서 서비스를 복구했다   트럼프  행정부가 틱톡 인수자를 물색하는 가운데  ,1,0
222,뉴욕 증시   트럼프  관세 정책 여파로 일제히 하락,미국 뉴욕 증시가  일 현지시간   트럼프  대통령의 관세 정책과 이에 대한 보복 조치로 하락 마감했다   트럼프  대통령이 캐나다와 멕시코산 수입품에   관세를 부과하자  캐나다는  억 캐나다달러 규모의  ,0,0
223, 트럼프 랑 같은 하늘 아래 있기 싫었나 영 시민권 신청 미국인   증가,지난해  월 미국 대선을 앞두고 당시 도널드  트럼프  후보의 재선 가능성이 커지자 영국 시민권에 대한  증가했고   트럼프  집권  기 때보다 훨씬 많은 관심이 몰리고 있다 고 분석했다  지난해 영국의 세제 개편이 미국  ,0,1
224, 뉴욕증시 보  관세 전쟁 확산에 어지러운 투심 동반 하락, 트럼프  미국 대통령이 캐나다와 멕시코  중국의 모든 수입품에 부과하는 고율 관세가 이날부터 발효된 가운데 대상국들이 보복에 나서면서 관세 전쟁이 악화할 것이라는 우려가 시장을 짓눌렀다   트럼프 의  ,0,1
225,기아  올해  월  만 대 판매 전년 대비   증가,무엇보다 도널드  트럼프  미국 대통령이 멕시코와 캐나다에 대한 관세 부과 등 불확실성 속에서도 좋은 성적을 거뒀다는 평가다  해외 시장에서 많이 팔린 차종은 스포티지 만 대 였다  아울러 셀토스  ,0,1
226, 뉴욕증시 마감 관세전쟁 격화하며 이틀째 급락 다우  ,  뉴욕증권거래소  사진 연합뉴스  미국 도널드  트럼프  행정부가 멕시코 캐나다 중국 수입품에  뉴욕증시  대 지수는 전날  트럼프  대통령의 관세 강행 예고 여파로 하락 마감한 데 이어 이날 캐나다  ,0,0
227, 오늘의 이슈체크   월 일 조간 사설 팩트 논조 분석,사설과  트럼프  관세 전쟁 동아 서울 세계 중앙 한국  사설이 주류를 이루었음  대학 개강을 맞아 의대신입생 수업거부 관련 동아 세계 조선 한국  사설도 다수 올라왔음   월 산업활동 동향 과  트럼프  관세 전쟁 관련  ,1,1
228, 채권전략    채권 시장  물가 압력보다 경기 하방에 주목,이러한 미국 국채금리 급락 현상은  트럼프   기 관세부과 우려로   등 미국 내 주요 기대인플레이션 지표가 상승세를 보이는 것과는 상반된 결과라고 볼 수 있다  참고로 현재 물가연동채권 에 반영된  ,0,1
229, 모닝데스크 숏   일  김동명 최주선 도어스태핑  신무기  촉각 이석 ,각사 대표들은 도어스태핑을 통해  트럼프  미국 대통령의 고관세 정책  전기차 캐즘 일시적수요정체  등에 대한 기자들의 돌발질문에 대응 방안을 밝힐 것으로 예상된다  이와 함께 투자계획과 올해 목표 등도 제시될  ,0,1
230,  상무부 장관  캐나다 멕시코 관세 일부 경감 조치 있을 수도 ,러트닉 장관은  트럼프  대통령은 매우 공정하고 합리적 이라면서  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가 만들어낼 수 있다고 생각한다  그것은  관세 부과  유예가 아니며 그 트럼프  대통령 는 방법을  ,1,1
231, 팔레스타인이 가자 통치 아랍연맹   조 투입해  트럼프  구상  맞대응,아랍연맹 이 도널드  트럼프  미국 대통령의 가자지구 재건 구상에 대응하는 개발 계획을 채택했다   일  그러면서  가자 주민들의 선택권을 존중한  트럼프  대통령의 계획을 장려해야 한다 고 주장했다  이날 회의에는  ,0,1
232,김이나    당시 미국에 있어 직격탄 맞아 매 끼니 라면 먹었다   , 일 오후 방송된      셀럽병사의 비밀 에서는 미국  선 대통령  트럼프  영국 여왕 엘리자베스  세 등 세계 유력 정치인은 물론 기업가들과 만나 대한민국 직수출의 길을 연 남자   대에 재벌 회장이 된 대우그룹  ,1,1
233, 트럼프 발 관세 전쟁  보호하고자 하는 농민이 더 피해 ,도널드  트럼프  대통령의 첫 임기 동안 무역전쟁으로 인해 농산물 수출에서 큰 타격을 입었던 농민들은  역시  트럼프 의   관세 부과가 시작된 멕시코는  일 대응책을 발표할 예정이다  루이지애나 주립대 농업경제학과  ,0,1
234,관세전쟁  악화 뉴욕증시  막판 급랭 ,도널드  트럼프  대통령이 예고한대로 이날 주요 무역국에 대한 관세 부과가 시행된 가운데 상대국들도  또한   트럼프  대통령은 중국산 제품에 대해서는 지난달에 부과한  의 관세에 더해  를 추가로 부과했다  ,0,0
235, 뉴욕유가   트럼프  관세  증산에 사흘째 하락   ,도널드  트럼프  미국 대통령이 본격적으로 관세 정책을 시행하면서 경기 둔화 우려가 겹친 데다 주요   트럼프 가 강경 관세 정책을 본격적으로 밀어붙이면서 경기둔화 우려가 빠르게 확산되고 있다  미국 소비자들의  ,0,0
236, 지역경제회복  상공계가 나선다  부산 상공계   대 핵심전략 으로 ,국내 정책 불확실성의 확대와 내수 침체 장기화로 인한 기업 환경 악화  대외적으로는 수출 감소   트럼프   기 행정부 출범 등 대외환경 불확실성 등이 그 원인이다  지역 경기가 이처럼 침체국면을 벗어나지 못하자  ,0,0
237, 수  데일리안 출근길 뉴스  젤렌스키   트럼프 에  백기투항 말싸 , 젤렌스키   트럼프 에  백기투항 말싸움 유감 공중 해상 휴전 원해  볼로디미르 젤렌스키 우크라이나 대통령이 도널드  트럼프  대통령에게 사과의 뜻을 전하며 휴전에 적극적으로 협조하겠다고 발표했다   통신에  ,1,1
238, 유통 자동차업체 한목소리  관세폭탄에 가격 인상 불가피 종합 ,도널드  트럼프  대통령이  일 현지시간  멕시코와 캐나다 수입품에   관세를 부과하면서 미국 대형  관세를 통해 미국 기업들에게 이익을 주겠다는  트럼프  대통령의 전략이 미국 업계로부터 강한 반대에 부딪히고 있는  ,0,1
239,석달 만에 사실상  반토막 테슬라 개미    대선전 수준 컴백   ,도널드  트럼프   기 미국 행정부의  실세  일론 머스크가 이끄는 테슬라 주가가 곤두박질치고 있다  불과 석달 전 기록했던  사상 최고가 와 비교했을 때  반토막  수준까지 내려 앉은 주가는  트럼프  ,0,1
240, 오늘의 경제뉴스   년만에 주식 복수거래체제 돌입 넥스트레이드  ,도널드  트럼프  미국 대통령   사진 연합    미  캐 멕 중 관세 부과 실행 북미 국  미중 무역전쟁 본격화 미국 도널드  트럼프  행정부는  일 미국 동부시간  멕시코 캐나다 중국 등  개국산 수입품에 대한 신규 관세  ,1,0
241,딥시크  파괴적 혁신  중국의 혁신 수준은   논썰 ,지금 한국 경제가   비상계엄 선포 그리고  트럼프 발 관세 전쟁 또 중국발 저가 물량 공세 다양한 변수들이  해외에서  트럼프  변수가 발생하면서 한국 경제로 봐서는 올해 신년도의 상황이라는 것이 굉장히 뭐 거의  ,0,1
242,관세 충격에 투자자 안전자산 선호 채권값 고공행진,이투데이 정회인 기자 | 미 연방준비제도 연준 의 금리 인하 조절에 약세를 보이던 채권시장이  트럼프  미국 대통령의 관세 폭탄 소식에 활짝 웃었다   트럼프  대통령의 도통 종잡을 수 없는 관세 전쟁이 가속하자  ,0,0
243,김부겸  헌재 쳐부수자  나라가 아작나도 좋다는 건가 한판승부 ,그러면 국민들이 지금 답답해하는 어떤 경제 회생이라든가 최소한도의 미국  트럼프  행정부의 강한 통상 압력 이런 데 대한 대응은 어디서 찾습니까  그런 데다가 또 많은 국민들이 지금 두려워하기는 중국과 미국이 저만치  ,0,1
244,미국 국방차관 후보자  전작권 전환 관련  한국 역할 강화 노력 지지 ,미국 도널드  트럼프   기 행정부 국방차관 후보자가 한국에 대한 전시작전통제권 전작권  전환을 지지하는  콜비 후보자는  이는 민감한 문제로 신중하게 검토해야 할 필요가 있다 면서도  트럼프  대통령의 비전에는  ,1,0
245, 트럼프   일 의회 연설서 우크라와 광물협정 발표 계획 ,도널드  트럼프  미국 대통령과 볼로디미르 젤렌스키 우크라이나 대통령이 지난달  일 워싱턴   백악관 대통령 집무실에서 만나고 있다  젤렌스키와  트럼프  대통령은 이날 우크라이나의 광물 자원 공유에 관한 협정에  ,1,1
246, 관세는 아름답다 고 모두를  패자 로 만들고도 그럴 수 있을까 ,도널드  트럼프  미국 대통령의 재집권 이후 국내외 언론에 매일같이 등장하는 단어가 있다  바로  관세 다   트럼프 는 지난해 치러진 대선 시기부터 여러차례 말해왔다   관세는 사전에서 가장 아름다운 단어다  취임  ,1,1
247, 국제유가 톺아보기   트럼프  관세 정책 여파 등으로 하락   ,도널드  트럼프  미국 대통령이 본격적으로 관세 정책을 시행하면서 경기 둔화 우려로 국제유가가 사흘째   트럼프  대통령이 캐나다와 멕시코  중국에 예정대로 관세를 부과하자 각 국의 보복 대응이 이어지면서  ,0,0
248, 주요 신문 사설 일 조간 ,  경향신문   부정선거론에 올라타 사전투표제 폐지 추진  국힘 공당 맞나 경제  트리플 감소 에  트럼프  건가  트럼프 가 뒤흔드는 국제질서  너무나 낯설어진 미국   한겨레   마은혁 임명 않는 최상목  헌법 무시하며  ,0,0
249, 월  일  미국발 관세 여파  뉴욕증시 하락세  비철금속 시장 혼조 마 , 트럼프  행정부는 전날 멕시코와 캐나다산 수입품에 대해  의 관세를 부과하는 조치를 강행했으며  중국산   트럼프  행정부가 마약 문제 등의 목표를 달성하기 위해 경제적 타격을 감수할 가능성이 크다는 점을 시장이  ,0,0
250,내우외환 코스피  힘을 내요   분 브리프 ,     미 뉴욕증시  대 지수  이틀 연속 일제 급락  트럼프  관세부과에 각국 보복 조치 시사  관세  경기침체 가능성 우려 확산          협상 없다   트럼프  멕    관세 강행  추가 관세   ,0,0
251,홍콩계  허치슨  파나마운하 지분    측에 매각     트럼프  압박 통했 ,뉴데일리 성재용 기자   도널드  트럼프  미국 대통령의 파나마운하 통제권 환수 주장의 명분이었던 홍콩계   허치슨 측의 이 같은 해명에도 이번 계약 성사에는  트럼프  대통령의  압박 이 영향을 미친 것으로  ,0,1
252,관세전쟁 반격   굴복   협상,더피알 오승호 편집인   도널드  트럼프  미국 대통령의 관세 정책이 현실화하면서 각 나라의 대응 방식도 관심사로 떠오르고 있다   트럼프  대통령은  일부터 동맹국인 캐나다와 멕시코에  의 관세 부과를 시작한데  ,1,0
253, 알트코인 열전 잘나갔던 카르다노 에이다  전성기 다시올까,같은해  월엔 호스킨슨이  사회관계망 인  옛 트위터 에 도널드  트럼프  미국 대통령의 가상자산 규제 자문에 참여할 거라는 영상을 올리면서 가격이 급등하기도 했습니다  지난달엔 그레이스케일이 에이다  를  ,1,0
254,엔비디아   트럼프  관세 우려 극복    관련주 반등 주도,엔비디아 가 도널드  트럼프  대통령의 관세 정책 우려를 극복하며   관련 주 반등을 주도했다   일  시장에서는  트럼프  대통령이 부과한 관세가 미국 경제와 금리 정책에 미칠 영향에 대해 우려하고 있다  이로  ,0,0
255, 전국 주요 신문 톱뉴스 일 조간 ,  경향신문    트럼프   우크라에 군사원조 전면 중단    국민일보    멕 관세 강행 무역전쟁 본격 돌입   동아일보    트럼프  우크라에 러 때릴 무기지원 끊었다   매일일보   재계  상법개정안   월 국회에 촉각  ,1,0
256, 마켓뷰    관세가 촉발한 변동성 구간 코스피 지지력 테스트,이에  트럼프  대통령은 트뤼도 총리를  주지사 로 부르며  미국에 보복관세를 부과하면 우리의 상호관세는  루트닉 장관은  트럼프  대통령은 캐나다  멕시코와 협력할 것이며 끝까지 가지는 않을 것 이라며  관세  ,0,1
257, 데스크칼럼   트럼프    시대  스포츠계도  카오스 , 남자 선수들이 여자 선수들을 때리는 것을 더 이상 보고 있지 않겠다  잘 알려진대로 도널드  트럼프   기 체제가 지난  월 일 이하 현지시각  공식 출범했다   트럼프 는 취임 당일에만  개의 행정명령에 서명하며 전임  ,0,0
258,트뤼도  트럼프  관세  어리석은 짓 캐나다   조원 규모 보복관세  ,쥐스탱 트뤼도 캐나다 총리는  일 현지시간  도널드  트럼프  미국 대통령의   관세 부과를 두고  어리석은  트뤼도 총리는 이날 캐나다 오타와 의회에서 기자회견을 열고  트럼프  행정부가 강행한 관세 부과에 대해  ,0,0
259, 트럼프 발  무역전쟁  가시화 뉴욕증시 하락 마감 뉴스새벽배송 ,도널드  트럼프  미국 대통령의 캐나다  멕시코  중국에 대한 새로운 관세 부과로 무역 긴장이 고조되면서  캐나다가 미국에 보복 관세 공격에 나섰고  이에  트럼프  대통령은 보복 수위를 높이겠다고 받아쳤다  다음은  ,0,1
260, 국제유가    관세 정책  증산에 하락   ,도널드  트럼프  미국 대통령이 캐나다와 멕시코  중국에 예정대로 관세를 부과하고 상대국도 대응에  것처럼 보이는데 이는  트럼프 의 횡포와 관련됐을 가능성이 크다 고 분석했다   신아일보  문룡식 기자,0,0
261,이재용 삼성전자 회장  이재명 민주당 대표와  일 첫 회동  직접 안내 ,최근 반도체업계 쟁점으로 떠오른 반도체특별법과  트럼프  행정부의 관세부과 정책  청년 일자리 등  또 반도체 특별법과  트럼프  행정부의 관세 정책  통상 문제와 경제 현안 등 다양한 주제도 논의 대상에 포함될  ,1,1
262,  시장 흔들려도 강세장 유지  비트코인  새 역사 쓸 준비 완료 ,더크립토베이직은 이번 하락장에서 비트코인의 조기 상승 사이클 종료는 대형 투자자 고래  채굴업체  전통 금융  기관  심지어 도널드  트럼프   까지 다양한 이해관계자들에게 불리할 것이라고  ,0,0
263, 분증시  미 증시  관세 전쟁 격화하며 하락 코스피  대 약보합,도널드  트럼프  미국 대통령은 캐나다와 멕시코  중국  개국의 모든 수입품에 대한 고율 관세 부과를   트럼프  관세 전쟁으로 금융사들은 위기에 직면한 것으로 분석됐고요   모건체이스는   뱅크오브아메리카와  ,0,1
264, 단독  민주당   국부펀드  전략산업 부흥 핵심 열쇠로 검토,미국의 경우 도널드  트럼프  대통령이 지난달  일 현지시간  국부펀드 설립을 지시하는 내용의 행정명령에  이 대표 측 고위 관계자는  미국  트럼프  행정부처럼 국가가 전략산업을 주도하는 형태로 세계 트렌드가 바뀌고  ,0,0
265,미   항모 한국 입항  김여정 비난에  한국 방어 공약 분명 ,항공모함인 칼빈슨함은 순양함 프린스턴함과 이지스 구축함 스터렛함과 함께 지난  일 부산에 입항했습니다  미군 항모의 국내 입항은 지난해  월 이후  개월 만이며  지난  월  일  트럼프  행정부 출범 이후 처음입니다 ,1,0
266, 또럼프 관세 쇼크   증시 불안한 선방 언제까지 오늘증시전망 ,도널드  트럼프  대통령의 관세 전쟁으로 미국 증시가 크게 흔들리는 가운데 한국 증시가 낙폭 만회 혹은  전일 국내 증시는 연휴 기간 중  트럼프 의 관세 부과 공식화    동반 약세 등 미국발 악재로 하락 출발했으나  ,0,0
267,  나토대사 후보  동맹국 국방비    로 늘려야 집단방위 철통 , 통신  더힐 등에 따르면 휘태커 후보자는  일 현지 시간  상원 외교위원회 인사청문회에 출석해  트럼프  행정부의 유럽 안보정책 기조를 설명했다  그는  트럼프  대통령은 미국과 나토가  힘을 통한 평화  원칙에  ,0,0
268, 트럼프 의 마이웨이 관세전쟁은 확대  우크라엔 무기중단 뉴스쏙 속 ,  방송     아침뉴스   시간   월 금     채널   표준        트럼프  우크라 무기 지원 중단 정상회담에서 볼로디미르 젤렌스키 대통령을 공개 면박줬던  트럼프  미국 대통령이 우크라이나에 대한 군사 지원을  ,0,0
269,베스트바이     관세로 가격 인상 가능성 커져 주가   급락,도널드  트럼프  대통령의 관세 발효로 소비자들의 가격 부담이 커질 것이라고 경고했다   일 현지시각    등에 따르면 코리 배리 베스트바이 최고경영자 는  트럼프  대통령의 중국 및 멕시코에 대한 관세 시행으로  ,1,1
270, 소종섭의 속터뷰 이언주 민주당은 중도 내지 중도 보수가 맞다 ,본  트럼프   기 행정부의 움직임과 우리의 대응책 그리고 최근 정치 현안에 대해 인터뷰했다  미국을 방문하게 된 배경이 궁금하다  지금 권한대행 체제이다 보니까  트럼프   기 정부가 들어선 뒤 다른 나라들은 정상회담을  ,1,1
271,   항모 한국 입항   김여정 비난에 한국방어 공약 분명 ,칼빈슨함은 같은 항모강습단 소속 순양함 프린스턴함  이지스 구축함 스터렛함과 함께 지난  일 부산에 입항했다  미군 항모의 국내 입항은 지난해  월 이후 약  개월 만이며  지난  월  일  트럼프  행정부 출범 이후 처음이다 ,1,0
272, 관세에  멕   보복관세   트럼프  세계무역전쟁  격화,도널드  트럼프  미국 대통령이 일방적으로 시작한  관세 전쟁 이 격화하는 양상이다   연합뉴스 미국과  특히  트럼프  대통령의  관세 무기화 는 이제 시작을 알렸을 뿐이고 앞으로 더 많은 국가와 품목이 표적이 될  ,1,0
273, 넥스트레이드 브리핑  거래량  거래 대금  위에  엔터 엔터주 인기 ,이어서 최근  트럼프  관세 피난처로 주목받고 있는 통신주  고배당 매력도 부각되고 있죠  통신  사 중   트럼프  관세 철퇴의 안전지대이자  중국의 한한령 기대감까지 최근 엔터주의 인기를 몸소 보여주고 있습니다  ,0,1
274,비트코인  만 달러대 회복 리플  대  카르다노  대 강세  투자 ,도널드  트럼프  미국 대통령이 전략적 비축 대상으로 밝힌 가상자산 중 카르다노가  대 강세다   일  이날 가상자산 업계의 창업자  최고경영자  투자자 등이 참석하며  트럼프  대통령이 직접 연설할 예정이다  ,0,1
275,한동훈  북콘서트  오세훈   예방 보폭 넓히는 잠룡, 트럼프  미국 대통령의 이른바  를 연상케 하는  를 슬로건으로 내놓은 오세훈 서울시장은 세제 개혁과 규제 완화를 국가 발전 전략으로 하는 경제 구상을 발표했습니다  이명박 전 대통령과도 만났습니다  ,0,0
276, 이슈분석   트럼프 의  관세 전쟁  발발 글로벌 증시 향방은 ,대표  트럼프  대통령이 결국 캐나다와 멕시코에 고관세를 부과했습니다  더불어 중국에는 추가 관세를 부과하면서 그야말로 총성 없는 관세 전쟁이 벌어지고 있는데요  해당 국가들은 맞불 정책을 내놓자  트럼프  대통령  ,1,0
277, 이슈분석  거침없는  트럼프   의 대미 외교 전략은 ,   트럼프  젤렌스키  휴전  제안에 어떤 반응     한국 패싱  현실화 가능성은    거침없는  트럼프   의 대미 외교 전략은    중국과 캐나다 보복 관세    경제 영향은    미국의 다음 관세 대상은 대한민국 ,0,1
278,트뤼도  트럼프  관세로 캐나다 경제 무너뜨려 병합하려는 것 ,이투데이 고대영 기자 |  트럼프   캐나다 보복 시 상응한 추가 조치  쥐스탱 트뤼도 캐나다 총리가 도널드  트럼프  미국 대통령의 관세 정책을 강도 높게 비판했다   일 현지시간  블룸버그통신에 따르면 트뤼도 총리는  ,0,0
279,미  캐나다 멕시코 관세 경감 가능성 시사 중간지점 찾을 수도 ,하워드 러트닉 장관은 현지시간  일 폭스뉴스 인터뷰에서  트럼프  대통령이 캐나다와 멕시코에 구제 방안을 주는 것을 고려하고 있다고 전했습니다  러트닉 장관은 캐나다 및 멕시코 당국자들이 통화에서  더 잘할 수  ,1,1
280,미국 관세에 캐나다 멕시코  보복관세 무역 전쟁 본격화, 트럼프  행정부의 관세 부과에 캐나다와 멕시코는 보복 관세로 맞섰습니다   트럼프  대통령은 보복 관세엔 상호 관세로 대응하겠다고 예고하면서 무역 전쟁이 본격적으로 시작됐습니다  미국 뉴욕에서 이승윤  ,1,0
281,  상무장관  캐나다 멕시코와 중간 타협점 있을 것 ,노력했다 며  트럼프  대통령이 캐나다 멕시코와 협력할 것이라고 본다 고 말했다  그는  트럼프  대통령은 매우 공정하고 합리적 이라며  저는 그가 그들과 함께 뭔가 만들어낼 수 있다고 생각한다   관세 부과  유예는  ,1,1
282, 황금알    틱톡  레딧 창업자도 인수전 참여,도널드  트럼프  대통령은 지난  월 마이크로소프트 가 틱톡 인수 협상을 진행 중이라고 언급하기도 했다  틱톡은 이른바  틱톡금지법  시행을 목전에 두고  월  일 미국에서 서비스를 중단됐지만  트럼프  대통령이  ,1,0
283,  유통업체  관세 영향 바나나 아보카도 등 인상 불가피 ,미국 대형 유통업체들은  일 현지시간  도널드  트럼프  행정부의 관세 조치로 인해 소비자들이 멕시코산  또한  트럼프  행정부의 관세 부과로 인해 상품 가격 인상이 불가피할 것이라고 전망했다  브라이언 코넬 타깃  ,1,0
284, 장난감처럼 갖고 노는 화장품 뷰티 흥행 지속 ,다만  미국 내  뷰티의 피크아웃이나  트럼프 발 관세보다는 미국 소비 둔화를 리스크로 판단해 이에 대해서는 모니터링할 필요가 있겠다 고 했다    업체의 수혜는 이어질 것이란 전망이다  오 연구원은  주요  ,0,1
285, 캐나다 멕시코   관세  하루 만에 미  이르면 내일 완화 방안 발 , 트럼프  행정부가 멕시코 및 캐나다산 제품에 대한 관세 완화 방안을 이르면  일 현지시각  발표할 가능성이  이어  트럼프  대통령이 이들과 타협점을 찾을 것으로 보이며  단순한  일시 중지 가 아니라  너희가 더  ,1,0
286, 군사지원 중단 에 전쟁 원치 않는다  무릎 꿇은 젤렌스키,관세로 무역 시장을 흔드는  트럼프  대통령이 세계의 안보 지형도 뒤집고 있습니다  미국이 우크라이나에  그러면서  트럼프  대통령의 강력한 리더십 아래에 지속적인 평화를 이루기 위해 노력할 준비가 돼 있다 고  ,0,1
287,  상무부 장관  멕시코 캐나다 관세  중간서 만날 수도 경감 가능성 ,아주경제 이건희 기자   도널드  트럼프  미국 대통령 왼쪽 과 하워드 러트닉 미국 상무부  이어  도널드  트럼프  대통령은 매우 공정하고 합리적인 사람이다  그래서 저는 그가 그들과 함께 뭔가  ,1,1
288,미 상무  중간서 만날 수도 캐나다 멕시코 관세 경감 가능성 시사,도널드  트럼프  미국 대통령이 자유 무역협정을 맺고 있는 캐나다와 멕시코에  의 관세를 부과한 가운데  그는  트럼프  대통령은 매우 공정하고 합리적 이라면서  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가  ,1,1
289, 상무장관   캐나다 멕시코 관세 경감  가능성 시사 일 발표 ,이에 대해 미  는  의 관세에서 적어도 일부를 경감하는 방안이 포함될 가능성이 높다 면서  이날 도널드  트럼프  대통령이 촉발한  관세 전쟁 에 미 증시가 급락하는 등 투심이 악화되자 이에 따른 대응으로  ,1,0
290,광물협정 전격 체결되나    멕  관세 경감 시사 이태규의 워싱턴 ,하워드 러트닉 미 상무장관은 도널드  트럼프  미국 대통령이 멕시코  캐나다와 타협을 고려 중이라고 말했습니다  뉴욕증시 장 막판 이 같은 소식이 전해지며 하락분을 소폭 만회했습니다  로이터  트럼프  의회 연설서  ,1,0
291,유독 눈에 띄는 중국의 관세 타깃 트럼프  지지기반 노렸다  굿모닝경 ,중국이  트럼프 에게 타격이 있을 만한 조치를 내놓은 것 같아요   석병훈  그렇습니다  이번에 중국이  트럼프 에게 큰 타격을 줄 만한 조치를 내놓은 것이 농산물에 대해서 관세를 부과하겠다는 점입니다  사실 이번에  ,0,0
292, 비트코인   상승폭 반납 암호화폐 시장 다시  급반등  가능할까,사진제공 통신 도널드  트럼프  미국 대통령의 암호화폐 전략적 비축 계획 발표 직후  암호화폐 시장이 큰 변동성을 보이고 있다  비트코인은 전날   상승폭을 모두 반납한 채  억  만원대에서 거래되고  ,1,1
293, 뉴스핌 이 시각    캐나다  보복 관세 부과하면   트럼프  경고  ,   트럼프   캐나다 보복 관세 부과하면 즉각 상호 관세 인상     우크라 광물협정 서명 예정 트럼프  의회서 발표 원해   한덕수  이번주 복귀  심판 전 마은혁 임명 물건너가   뉴욕증시  관세 전쟁 공포에  ,0,1
294,국제사회 트럼프  무역전쟁  본격화에 우려 확대    관세에  멕 ,도널드  트럼프  미국 대통령이 일방적으로 시작한  관세 전쟁 이 격화하는 양상이다  미국과 이들  개국의  특히  트럼프  대통령의  관세 무기화 는 이제 시작을 알렸을 뿐이고 앞으로 더 많은 국가와 품목이 표적이 될  ,0,1
295,  뉴욕증시  관세 전쟁 격화 양상에 이틀째 하락,미국 도널드  트럼프  행정부가  일 현지시간  멕시코 캐나다 중국의 수입품에 신규 관세 부과를 발효하고  뉴욕증시  대 지수는 전날  트럼프  대통령의 관세 강행 예고 여파로 하락 마감한 데 이어 이날 캐나다와  ,0,0
296,러트닉 미국 상무부장관  캐나다 멕시코 관세 일부 경감 조치 가능성  ,러트닉 미 상무부 장관 사진  연합뉴스 자료사진 도널드  트럼프  미국 대통령이 자유 무역협정을 맺고 있는  그는  트럼프  대통령은 매우 공정하고 합리적 이라면서  그래서 저는 그가 그들 멕시코 캐나다 과 함께 뭔가  ,1,1
297,젤렌스키  백악관 일 유감 로이터  트럼프  광물협정 발표 원해 ,지난 달  일 초유의  말다툼 회담  장면을 연출했던 젤렌스키 대통령과 도널드  트럼프  미국 대통령은 곧  로이터통신은  트럼프  대통령은 이날 오후  시 분 한국시간  일 오전  시  분  상 하원 합동회의 연설 때 협정  ,0,0
298, 유통업체  트럼프  관세 며칠 후 소비자 체감 ,도널드  트럼프  미국 대통령의 캐나다  멕시코  중국에 대한  관세 폭탄 이 며칠 후 미국 소비자들의 물가상승으로 체감될 것이라는 전망이 나왔다  미국의 대형 유통업체들은  일 현지시간  도널드  트럼프  행정부가  ,1,1
299, 코스피  미 감세안 정치 정상화 감안시 매수 추천 , 투자증권은  일  트럼프 발  관세 전쟁 격화에  코스피는 미 감세안과 한국 정치 상황 정상화 감안시 매수 추천을 유지한다 고 밝혔다  이 증권사 김병연 연구원은  트럼프   기 정책이 금융시장에 미칠 향후 관전  ,1,0
300,뉴욕 연은 총재  트럼프  관세    인플레 상승 요인 될 것 ,존 윌리엄스 미국 뉴욕 연방준비은행 총재가 도널드  트럼프  미 행정부의 관세 정책이 인플레이션을 상승  또 윌리엄스 총재는  트럼프   기 행정부 당시  년 일부 제품에 대한 관세가 도입되었을 때 기업들이 비용  ,0,1
301,젤렌스키  백악관 일 유감 로이터  트럼프  광물협정 발표 원해 ,지난 달  일 초유의  말다툼 회담  장면을 연출했던 젤렌스키 대통령과 도널드  트럼프  미국 대통령은 곧  로이터통신은  트럼프  대통령은 이날 오후  시 분 한국시간  일 오전  시  분  상 하원 합동회의 연설 때 협정  ,0,0
